customer_id,frequency,monetary,category_diversity
1002550,55,496322,11
1002551,44,380244,9
1002552,51,477996,8
1002553,11,162600,4
1002554,25,258390,6
1002555,94,861235,13
1002556,28,211559,8
1002557,47,438131,9
1002558,28,243214,7
1002559,113,1195802,13
1002560,27,226526,8
1002561,48,376802,7
1002563,12,116138,6
1002564,61,588137,10
1002565,175,1527657,13
1002566,155,1473365,15
1002567,181,1803714,15
1002568,19,144223,6
1002569,22,152932,6
1002570,45,370864,7
1002571,40,398523,9
1002572,84,884306,14
1002573,61,773654,8
1002574,18,198206,6
1002575,95,1220867,10
1002576,157,1668105,12
1002577,28,198646,6
1002578,21,237189,7
1002579,38,397102,13
1002580,49,362448,7
1002581,236,2275397,16
1002582,16,142216,6
1002583,184,2095263,15
1002584,12,85239,5
1002585,65,587383,14
1002586,30,293708,9
1002587,15,166565,4
1002588,24,157429,6
1002589,120,962057,13
1002590,208,1564094,13
1002591,25,253385,7
1002592,252,2404672,18
1002593,80,956165,15
1002594,45,458181,8
1002595,105,994338,13
1002596,18,149041,6
1002597,31,233604,7
1002598,15,155753,6
1002599,137,1514697,12
1002600,45,306430,10
1002601,12,100908,8
1002602,16,111710,6
1002603,20,182061,7
1002604,41,381224,8
1002605,103,1114342,16
1002606,30,252319,6
1002607,36,370473,12
1002608,130,1269887,12
1002610,29,242827,9
1002611,248,2208222,16
1002612,20,143822,6
1002613,11,83007,4
1002614,17,186964,5
1002615,35,338735,7
1002616,27,187417,6
1002617,41,364470,10
1002618,16,116586,9
1002619,52,538966,11
1002620,89,1081068,7
1002621,173,1373091,13
1002622,27,228683,8
1002623,31,187791,5
1002624,163,1838542,16
1002625,90,664120,7
1002626,13,137004,5
1002627,270,2293978,17
1002628,119,924226,9
1002629,161,1896059,11
1002630,24,215548,7
1002631,49,388449,8
1002632,24,186054,7
1002633,24,236495,9
1002634,164,1517668,9
1002636,32,325871,8
1002637,27,272387,10
1002638,291,2407768,17
1002639,17,137507,5
1002640,12,150892,8
1002641,172,1732302,14
1002642,43,479881,10
1002643,259,2257604,17
1002644,16,155724,6
1002645,174,1521301,12
1002646,14,155441,5
1002647,15,160686,7
1002648,53,463215,9
1002649,115,883129,11
1002650,29,231740,10
1002651,65,833330,3
1002652,21,148803,3
1002653,19,173108,8
1002654,54,483829,7
1002655,43,317276,9
1002656,76,826685,12
1002657,12,129109,6
1002658,18,152550,8
1002659,92,901566,11
1002660,22,175649,6
1002661,57,376697,6
1002662,23,217418,5
1002663,90,841585,10
1002664,201,1835388,14
1002665,476,3853020,18
1002666,56,473788,8
1002667,22,136893,5
1002668,110,825610,10
1002669,61,563598,11
1002670,150,1234215,17
1002671,10,97311,7
1002672,30,332844,7
1002673,12,103716,4
1002674,73,776975,8
1002675,22,222535,6
1002676,133,1207239,10
1002677,15,176118,6
1002678,27,312933,11
1002679,188,1799869,16
1002680,127,1092703,12
1002681,120,889252,9
1002682,56,431036,10
1002683,132,1609354,14
1002684,127,1038327,14
1002685,112,1092613,12
1002686,14,85025,5
1002687,11,158882,3
1002688,78,635078,10
1002689,52,572983,10
1002690,7,87789,4
1002691,143,1674271,14
1002692,83,824204,9
1002693,81,731107,13
1002694,44,492268,11
1002695,31,295006,8
1002696,10,59105,6
1002697,24,296970,7
1002698,22,178868,8
1002699,60,453613,9
1002700,173,1455448,14
1002701,68,805831,8
1002703,62,755795,11
1002704,31,282167,6
1002705,15,180128,3
1002706,14,154255,5
1002707,15,96291,5
1002708,22,162853,5
1002709,15,116159,9
1002710,17,138199,5
1002711,26,198767,8
1002712,42,570488,9
1002713,15,149430,7
1002714,15,135858,7
1002715,47,418450,10
1002716,16,148243,6
1002717,14,156327,4
1002718,73,589149,6
1002719,64,645579,11
1002720,23,198777,7
1002721,17,165492,5
1002722,12,134071,5
1002724,111,894585,10
1002725,21,185421,7
1002726,44,480228,13
1002727,47,575735,10
1002728,33,318087,8
1002729,16,232311,4
1002730,85,895141,14
1002731,161,1655910,14
1002732,24,308916,10
1002733,49,523983,7
1002734,74,546792,10
1002735,13,122560,7
1002736,55,506097,12
1002737,230,1620533,12
1002738,56,509523,7
1002739,19,184097,7
1002740,77,981139,7
1002741,18,214430,6
1002742,69,539216,11
1002743,238,2196683,14
1002744,92,314780,11
1002745,102,997082,11
1002746,30,253570,5
1002747,78,679288,9
1002748,178,1320606,15
1002749,51,595666,8
1002750,115,987567,8
1002751,93,692045,12
1002752,220,1804636,14
1002753,283,2371512,14
1002754,66,484443,7
1002755,13,104448,6
1002756,123,1529744,14
1002757,73,729343,13
1002758,9,84566,3
1002759,11,90598,4
1002760,47,465228,11
1002761,273,2860008,9
1002762,29,388905,6
1002763,17,130376,7
1002764,186,1836033,15
1002765,116,1215292,8
1002766,56,606964,7
1002767,15,157025,6
1002768,49,529113,12
1002769,71,657992,12
1002770,27,281085,8
1002771,161,1456618,10
1002772,98,991272,11
1002773,58,634232,10
1002774,166,1566170,11
1002775,21,229328,6
1002776,191,1650916,9
1002777,486,4122533,16
1002778,68,602985,10
1002779,97,917631,15
1002780,24,209371,7
1002781,164,1895011,16
1002782,32,190844,6
1002783,28,335592,10
1002784,88,943352,8
1002785,87,605224,8
1002786,169,1864122,12
1002787,82,825143,14
1002788,81,873359,15
1002789,54,705297,8
1002790,67,819308,13
1002791,31,403227,7
1002792,111,885510,11
1002793,461,4995468,16
1002794,83,848747,11
1002795,52,552054,11
1002796,225,1499079,15
1002797,27,211907,7
1002798,45,487454,12
1002799,13,128535,3
1002800,53,444267,9
1002801,50,371367,10
1002802,46,397115,9
1002803,63,580648,10
1002804,86,1106074,8
1002805,49,470138,11
1002806,49,401266,11
1002807,181,1358680,16
1002808,70,804201,12
1002809,61,666965,10
1002810,232,1941952,14
1002811,47,462021,12
1002812,69,731365,9
1002813,15,138284,9
1002814,94,1039256,12
1002815,29,305036,8
1002816,12,176036,3
1002817,54,647672,11
1002818,165,1540669,13
1002819,13,95877,5
1002820,495,3737994,16
1002821,17,157658,9
1002822,39,365473,11
1002823,34,233724,7
1002824,139,1425633,11
1002825,113,1139390,11
1002826,144,1278385,16
1002827,20,179742,7
1002828,30,302133,8
1002830,56,509680,10
1002831,14,153700,8
1002832,92,849105,10
1002833,31,234599,9
1002834,12,93766,4
1002835,27,240344,8
1002836,13,98139,6
1002837,137,1208140,11
1002838,22,264550,10
1002839,19,152285,7
1002840,184,1631926,14
1002841,244,2539459,17
1002842,42,472996,7
1002843,22,133789,8
1002844,59,616916,11
1002845,37,453060,11
1002846,52,394776,8
1002847,217,1504709,12
1002848,106,993049,12
1002849,83,712565,9
1002850,19,175809,2
1002851,19,126659,4
1002852,83,870846,11
1002853,44,294018,5
1002854,232,1734048,18
1002855,38,330872,9
1002856,30,305440,10
1002857,436,4064178,15
1002858,44,347929,9
1002859,84,826777,12
1002860,267,2511038,16
1002861,31,257023,8
1002862,47,505181,8
1002863,68,536518,9
1002864,34,317667,8
1002865,54,562743,10
1002866,118,1074090,9
1002867,19,230381,10
1002868,125,1329289,14
1002869,18,128112,8
1002870,76,577767,12
1002871,17,120438,4
1002872,228,2016901,15
1002873,130,1143370,13
1002874,53,518079,11
1002875,25,390819,6
1002876,104,1309943,9
1002877,23,256359,8
1002878,378,3300650,18
1002879,13,119958,7
1002880,154,1216433,13
1002881,46,461253,10
1002882,62,432938,7
1002883,82,535502,11
1002884,11,98456,5
1002885,107,928377,9
1002886,49,725836,3
1002887,335,3259008,17
1002888,218,2187378,12
1002889,113,987400,15
1002890,101,1356099,8
1002891,29,248501,7
1002892,47,461886,9
1002893,9,99369,4
1002894,68,1003127,3
1002895,291,2825947,15
1002896,184,1789989,12
1002897,64,689454,11
1002898,65,654266,11
1002899,250,2641564,10
1002900,164,1889415,11
1002901,144,1653056,14
1002902,14,141159,5
1002903,84,937536,11
1002904,28,255560,6
1002905,65,560997,12
1002906,31,358652,8
1002907,479,4033226,16
1002908,12,70431,5
1002909,718,7577756,19
1002910,84,633528,10
1002911,32,306875,6
1002912,18,118328,7
1002913,169,1508758,14
1002914,41,361047,8
1002915,46,464559,9
1002916,130,1052039,11
1002917,44,411806,12
1002918,216,2006866,14
1002919,85,1084886,8
1002920,12,109284,4
1002921,72,765191,11
1002922,40,548623,7
1002924,24,235498,8
1002925,13,131513,5
1002926,205,1621875,12
1002927,39,412700,7
1002928,231,2222322,16
1002929,210,2052546,13
1002930,14,130262,8
1002931,119,1262470,11
1002932,18,160710,8
1002933,63,565595,11
1002934,363,2780553,13
1002935,81,884804,14
1002936,32,282013,10
1002937,57,523301,10
1002938,117,1173799,14
1002939,73,769651,14
1002940,22,220500,5
1002941,190,1770226,18
1002942,68,673843,14
1002943,73,1017571,8
1002945,37,387740,10
1002946,255,2348424,11
1002947,72,575417,10
1002948,34,364474,8
1002949,27,305467,8
1002950,38,317239,8
1002951,41,374856,7
1002952,88,1014751,15
1002953,53,390407,9
1002954,17,182976,8
1002955,101,866552,11
1002956,19,210819,5
1002957,32,368804,8
1002958,26,191350,7
1002959,37,423269,7
1002960,19,187826,6
1002961,24,260005,10
1002962,348,2826345,17
1002963,21,199465,8
1002964,29,332710,9
1002965,8,82896,4
1002966,109,1132275,11
1002967,306,2839722,15
1002968,100,968217,12
1002969,91,874714,12
1002970,29,321638,9
1002971,20,188303,7
1002972,89,760823,7
1002973,30,255651,9
1002974,61,595065,11
1002975,58,583456,12
1002977,11,83026,5
1002978,95,793201,15
1002979,25,214909,7
1002980,69,611299,12
1002981,19,208263,5
1002982,10,124883,6
1002983,31,520509,2
1002984,13,122332,5
1002985,97,1035461,9
1002986,391,3244075,17
1002987,23,245938,8
1002988,38,280286,9
1002989,53,525902,12
1002990,143,1319392,14
1002991,30,259055,10
1002992,27,250433,7
1002993,47,556558,10
1002994,216,2182593,7
1002995,199,2385768,13
1002996,267,2482060,12
1002997,81,755364,12
1002998,30,232213,6
1002999,82,486087,7
1003000,61,640104,9
1003001,171,2004517,14
1003002,80,805270,14
1003003,47,601814,9
1003004,62,544627,12
1003005,62,745902,12
1003006,26,323190,9
1003007,149,1070243,12
1003008,19,236677,6
1003009,15,175121,5
1003010,57,603870,11
1003011,56,614428,11
1003012,174,1277594,12
1003013,249,1848334,15
1003014,102,846099,12
1003015,20,148263,6
1003016,19,199694,6
1003017,198,1425720,15
1003018,346,3393983,15
1003019,17,172071,6
1003020,98,936577,15
1003021,15,116593,7
1003022,78,759044,7
1003023,32,278261,10
1003024,126,1504476,10
1003025,83,589814,7
1003026,196,1129126,14
1003027,15,180229,6
1003028,66,656449,9
1003029,451,4303997,15
1003030,12,103425,5
1003031,290,2585988,14
1003032,568,6126540,16
1003033,65,716398,10
1003034,13,124136,6
1003035,48,527105,7
1003036,77,823254,15
1003037,37,358556,6
1003038,67,619393,10
1003039,38,364309,10
1003040,16,198047,4
1003041,57,447524,9
1003042,36,261325,5
1003043,18,102165,4
1003044,159,1714711,16
1003045,86,1187377,11
1003046,37,298924,9
1003047,44,623200,6
1003048,42,495760,8
1003049,45,412681,10
1003050,42,509450,9
1003051,237,2189909,13
1003052,46,460526,11
1003053,87,699981,9
1003054,299,2426442,17
1003055,157,1504225,13
1003056,143,1705205,10
1003057,87,669028,8
1003058,84,735613,13
1003059,25,232092,8
1003060,20,254055,6
1003061,21,271678,4
1003062,35,323760,7
1003063,36,389573,9
1003064,31,369064,9
1003065,159,1377210,14
1003066,56,580381,11
1003067,486,4453785,15
1003068,10,61972,8
1003069,116,1011667,11
1003070,26,222028,10
1003071,19,135732,7
1003072,121,828844,9
1003073,29,419029,3
1003074,72,745203,9
1003075,157,1352720,16
1003077,43,507595,11
1003078,17,171801,5
1003079,51,500510,9
1003080,312,2964017,16
1003081,197,2194072,14
1003082,208,1634169,12
1003083,64,575326,14
1003084,43,399145,11
1003085,58,860205,4
1003086,68,685080,10
1003087,173,1727045,14
1003088,23,207225,7
1003089,34,421230,6
1003090,41,386781,9
1003091,37,394282,9
1003092,30,346184,7
1003093,98,789240,13
1003094,21,213313,10
1003095,93,800781,9
1003096,116,1217113,12
1003097,40,316679,5
1003098,56,508696,13
1003099,86,818076,11
1003100,30,269110,7
1003101,147,1843157,13
1003102,21,215370,6
1003103,23,220698,7
1003104,23,215529,9
1003105,71,905000,13
1003106,47,460496,10
1003108,287,2951675,16
1003109,34,301560,10
1003110,177,1891635,16
1003111,72,516074,7
1003112,114,928171,14
1003113,26,208138,5
1003114,52,323539,7
1003115,27,267559,9
1003116,48,526714,9
1003117,20,197300,9
1003118,306,2921034,17
1003119,63,688976,10
1003120,21,203258,8
1003121,159,1566032,13
1003122,13,121617,6
1003123,96,1065108,12
1003124,17,123002,6
1003125,191,1872542,15
1003126,49,511537,9
1003127,22,175750,5
1003128,180,1563946,15
1003129,261,2055412,13
1003130,41,366462,9
1003131,43,373855,7
1003132,15,156716,6
1003133,11,89069,4
1003134,59,650593,10
1003135,65,589676,9
1003136,21,218554,6
1003138,114,1017352,12
1003140,202,2006997,16
1003141,31,403886,4
1003142,58,631627,11
1003143,127,939195,15
1003144,18,208174,6
1003145,74,752844,10
1003146,35,298727,7
1003147,131,1228339,11
1003148,64,635645,7
1003149,20,236195,6
1003150,40,304982,5
1003151,87,1011073,16
1003152,21,144903,7
1003153,26,170643,5
1003154,114,1135298,12
1003155,49,540734,10
1003156,34,353287,4
1003157,96,975558,14
1003158,176,1836030,14
1003159,147,1377722,14
1003160,18,218358,6
1003161,40,378451,9
1003164,13,92526,6
1003165,18,219936,5
1003166,20,213178,6
1003167,134,1502533,15
1003168,19,188131,4
1003169,70,972082,10
1003170,43,407966,10
1003171,72,765097,10
1003172,55,541339,11
1003173,52,659549,10
1003174,54,496755,10
1003175,51,476466,8
1003176,13,123947,6
1003177,34,344979,6
1003178,126,1080525,11
1003180,281,1852542,13
1003181,13,156789,8
1003182,338,2629286,13
1003183,65,654324,11
1003184,55,476319,11
1003185,46,447146,9
1003186,17,220908,8
1003187,13,140581,7
1003188,16,142131,5
1003189,269,2418735,14
1003190,23,255532,6
1003191,240,2369256,11
1003192,93,1104688,12
1003193,99,985855,11
1003194,20,205650,9
1003195,108,1118425,12
1003196,154,1093009,11
1003197,83,789618,9
1003198,51,421524,9
1003199,65,669693,11
1003200,89,804333,11
1003201,243,2473225,19
1003202,67,607054,11
1003203,81,816837,12
1003204,30,270064,5
1003205,177,1646699,13
1003206,62,515379,10
1003207,64,662219,9
1003208,232,2040560,13
1003209,137,1081010,3
1003211,47,421755,8
1003212,16,104838,4
1003213,75,662115,9
1003214,18,183513,5
1003215,18,149101,7
1003216,166,1287087,9
1003217,202,1883154,16
1003218,35,251704,8
1003219,78,707186,10
1003220,31,306349,9
1003221,23,320183,5
1003222,13,167501,6
1003223,32,325347,8
1003224,622,5673106,14
1003225,15,136919,5
1003226,70,762076,7
1003227,212,1802590,11
1003229,104,883699,11
1003230,84,1014219,12
1003231,86,868503,12
1003232,41,239416,6
1003233,84,744021,11
1003234,9,90628,4
1003235,21,219359,6
1003237,49,469698,10
1003238,18,212021,6
1003239,46,379861,8
1003240,84,636173,8
1003241,28,210829,5
1003242,112,1442920,7
1003243,131,1447341,10
1003244,14,131906,6
1003245,45,314108,9
1003246,122,1000943,9
1003247,15,186821,4
1003248,57,484806,12
1003249,29,249174,8
1003250,76,644091,8
1003251,32,307003,8
1003252,17,124869,6
1003253,93,728766,11
1003254,15,87832,6
1003255,22,162828,5
1003256,33,372723,11
1003257,47,580216,6
1003258,27,245518,6
1003259,220,2335217,18
1003260,120,1247773,11
1003261,291,2348756,15
1003262,55,383975,9
1003263,66,875489,9
1003264,13,75623,6
1003265,286,2371026,13
1003266,97,1001757,16
1003267,61,511056,10
1003268,39,388030,9
1003269,53,561323,9
1003270,69,707569,12
1003272,458,4357735,17
1003273,12,126284,5
1003274,107,1094325,11
1003275,8,55960,5
1003276,17,108580,7
1003277,85,886139,14
1003278,28,189883,3
1003279,57,509218,9
1003280,371,2554106,16
1003281,93,1208992,7
1003282,17,165871,7
1003283,144,1392059,14
1003284,21,210566,8
1003285,360,3218405,16
1003286,17,119485,7
1003287,13,88121,5
1003288,12,117239,6
1003289,48,493773,8
1003290,100,700003,13
1003291,8,55372,4
1003292,502,4799461,18
1003293,26,215694,9
1003294,55,706204,9
1003295,45,486310,9
1003296,48,496888,11
1003297,73,645015,12
1003298,14,125185,5
1003299,166,1673695,13
1003300,216,2201595,14
1003301,188,1639750,13
1003302,37,365501,8
1003303,13,143104,5
1003304,102,940395,12
1003305,60,684751,5
1003306,31,409370,10
1003307,15,97766,6
1003308,411,3374716,16
1003309,157,1449420,14
1003310,39,385971,9
1003311,537,3955182,15
1003312,379,2838896,17
1003313,269,2772227,16
1003314,179,1981086,14
1003315,105,1177447,10
1003316,23,298755,8
1003317,67,815974,12
1003318,42,474009,10
1003319,68,500554,8
1003320,310,2487599,14
1003321,38,375291,6
1003322,26,331721,7
1003323,76,595933,7
1003324,12,169624,5
1003325,17,108553,5
1003326,28,260056,9
1003327,189,1878384,13
1003328,168,1298753,13
1003329,75,654714,12
1003330,11,87863,4
1003331,78,791277,13
1003332,55,422155,12
1003333,107,1023186,12
1003334,47,465851,7
1003335,15,120653,4
1003336,367,2646596,17
1003337,37,385617,8
1003338,20,156029,5
1003339,48,430076,7
1003340,73,815121,11
1003341,82,894439,12
1003342,38,335517,9
1003343,31,323368,7
1003344,34,396916,10
1003345,89,794512,9
1003346,116,1119190,17
1003347,29,325301,6
1003348,28,268103,7
1003349,82,918745,12
1003351,15,152017,5
1003352,58,349885,4
1003353,132,1668339,8
1003354,16,171278,7
1003355,20,199461,9
1003356,152,1689451,14
1003357,37,401312,7
1003358,136,1424637,9
1003359,52,469568,10
1003360,27,188949,8
1003361,104,1282355,11
1003362,47,329130,7
1003363,147,1132556,12
1003364,62,513872,6
1003365,192,1849940,11
1003366,18,215881,7
1003367,209,2014418,14
1003368,49,533461,7
1003370,107,928206,13
1003371,274,2277249,15
1003372,11,108499,6
1003373,17,184746,3
1003374,47,424258,8
1003375,14,128162,5
1003376,13,109808,5
1003377,93,1296144,11
1003378,126,1115897,13
1003379,18,140672,3
1003380,257,2400123,17
1003381,19,128910,8
1003382,30,222199,7
1003383,24,208521,9
1003384,76,720796,11
1003385,21,203493,5
1003386,77,624541,10
1003387,79,698690,11
1003388,9,89764,4
1003389,322,2580967,16
1003390,112,998188,14
1003391,698,6477160,17
1003392,17,141807,5
1003393,141,1316084,17
1003394,204,2232062,15
1003395,34,325160,11
1003396,17,195736,5
1003397,16,179982,6
1003398,28,246163,5
1003399,71,785143,8
1003400,117,1658319,10
1003401,467,3466814,19
1003402,171,1568562,16
1003403,118,1446089,10
1003404,19,253052,6
1003405,17,191216,8
1003406,24,236003,7
1003407,12,126156,8
1003408,60,618809,10
1003409,25,306878,8
1003410,407,3155812,17
1003411,188,1434879,16
1003412,152,1656361,14
1003413,64,584082,12
1003414,173,2456448,14
1003415,89,893012,12
1003416,283,2997071,16
1003417,53,454078,9
1003418,111,976242,14
1003419,63,728690,9
1003420,116,1185799,13
1003421,17,153390,6
1003422,210,1409118,14
1003423,171,1718863,13
1003424,42,445049,9
1003425,268,2499472,14
1003426,70,862316,12
1003427,27,322790,8
1003428,96,850463,13
1003429,21,172377,8
1003430,223,1808834,17
1003431,32,330822,5
1003432,72,668484,6
1003433,49,356023,12
1003434,105,1091037,10
1003435,74,701133,10
1003436,110,1123655,13
1003437,28,243379,6
1003438,50,430149,5
1003439,57,675637,9
1003440,12,186272,5
1003441,184,1484873,9
1003442,113,1104226,12
1003443,17,202807,8
1003444,72,541794,8
1003445,78,789968,13
1003446,20,171376,6
1003447,45,537649,9
1003448,14,155336,3
1003449,41,491928,9
1003450,112,1095554,13
1003451,35,281118,8
1003452,53,609696,10
1003453,190,1713404,14
1003454,199,1890772,14
1003455,15,131711,5
1003456,30,421778,8
1003457,91,819398,11
1003458,98,841484,10
1003459,19,205195,7
1003460,44,536818,10
1003461,20,350174,3
1003462,312,2401688,14
1003463,21,189078,5
1003464,221,1980473,14
1003465,38,427788,9
1003466,27,281107,7
1003467,32,366082,11
1003468,36,337741,10
1003469,260,2668436,17
1003470,46,405600,10
1003471,472,4029004,18
1003472,27,271989,12
1003473,89,778683,10
1003474,110,1166174,13
1003475,355,2521579,16
1003476,385,2488001,19
1003477,75,594085,10
1003478,48,330103,10
1003479,57,517853,11
1003480,29,294900,9
1003481,84,847923,14
1003482,39,449975,11
1003483,391,4002639,17
1003484,103,741302,11
1003485,24,261697,9
1003486,54,426089,8
1003487,164,1474158,14
1003488,15,142361,6
1003489,53,402682,7
1003490,127,1248301,16
1003491,405,4016045,15
1003492,39,303760,7
1003493,91,908021,12
1003494,13,127886,5
1003495,9,89900,6
1003496,17,127898,5
1003497,58,641557,11
1003498,67,608211,12
1003499,258,2785761,12
1003500,39,368715,7
1003501,112,1122371,15
1003502,23,248297,7
1003503,275,2930876,16
1003504,116,962358,13
1003505,59,584424,7
1003506,35,403942,6
1003507,530,4529109,16
1003508,25,294765,8
1003509,239,2085702,15
1003510,32,317229,8
1003511,125,1536363,14
1003512,243,2316798,13
1003513,165,1483461,10
1003514,40,429038,13
1003515,49,477137,11
1003516,82,867302,14
1003517,64,609682,9
1003518,287,2348539,15
1003519,378,2700974,15
1003521,230,1974694,17
1003522,36,442834,9
1003523,21,232695,9
1003524,89,748194,11
1003525,45,402768,9
1003526,547,4131119,15
1003527,28,272627,9
1003528,71,346221,5
1003529,131,1117621,15
1003530,12,129419,4
1003531,40,390341,7
1003532,73,678124,13
1003533,51,484228,9
1003535,13,171992,4
1003536,96,1023912,12
1003537,33,265848,8
1003538,97,888889,10
1003539,617,6187094,17
1003540,113,1287597,12
1003541,22,228877,7
1003542,8,81463,5
1003543,54,496419,13
1003544,13,84637,7
1003545,16,156536,9
1003546,225,2069404,12
1003547,188,1568105,14
1003548,17,106437,5
1003549,22,204128,5
1003550,203,1908915,13
1003551,47,468260,9
1003552,16,126547,6
1003553,31,476939,4
1003554,18,159884,7
1003555,74,794625,7
1003556,65,822824,10
1003557,229,2135047,13
1003558,179,2092053,9
1003559,47,441506,10
1003560,82,814246,12
1003562,391,3246061,15
1003563,120,1109532,12
1003564,90,877026,11
1003565,75,810840,14
1003566,13,128974,4
1003567,44,441883,13
1003568,66,819252,10
1003569,271,1878391,16
1003571,60,537636,10
1003572,71,613844,6
1003573,25,287410,9
1003574,101,962820,11
1003575,20,163250,5
1003576,315,2656095,16
1003577,47,381397,8
1003578,153,1377902,11
1003579,155,1922679,4
1003580,45,600549,11
1003581,18,209728,6
1003582,51,630021,7
1003583,21,181804,6
1003584,34,373992,5
1003585,147,1194023,10
1003586,83,611783,13
1003587,22,224035,7
1003588,124,1670373,10
1003589,389,3014776,12
1003590,247,2593264,15
1003591,123,1203438,15
1003592,217,2042968,15
1003593,42,281828,5
1003594,95,970172,11
1003595,23,224216,6
1003596,78,871025,13
1003597,41,424274,9
1003598,42,113331,8
1003599,99,1158129,11
1003600,203,1775224,12
1003601,85,771578,11
1003602,56,505810,9
1003603,184,1554588,10
1003604,16,130785,6
1003605,79,973519,10
1003606,19,164223,5
1003607,143,1518625,14
1003608,52,340511,6
1003609,72,545561,9
1003610,393,2549448,18
1003611,112,1079485,14
1003612,120,1208427,13
1003613,39,450250,5
1003614,88,814042,10
1003615,103,955581,14
1003616,16,218749,3
1003617,28,289653,8
1003618,767,5962012,17
1003619,62,633902,11
1003620,264,2433544,12
1003621,205,1690552,15
1003622,85,869101,14
1003623,15,222448,6
1003624,187,2073593,13
1003625,99,907322,11
1003626,492,4752695,14
1003627,19,146658,6
1003628,22,210263,8
1003629,40,406029,12
1003630,97,983308,8
1003631,17,240521,2
1003632,17,135235,7
1003633,12,153596,7
1003634,15,126608,5
1003635,99,1066329,12
1003636,11,116564,6
1003637,36,269892,6
1003638,74,718555,11
1003639,49,317050,5
1003640,40,375272,9
1003641,269,2544800,15
1003642,14,77184,8
1003643,134,1368060,13
1003644,28,292138,5
1003645,35,367853,8
1003646,60,851581,10
1003647,17,137998,6
1003648,346,2806791,13
1003649,26,233907,11
1003650,444,4384924,16
1003651,142,1781102,15
1003652,173,1641693,14
1003653,65,757883,9
1003654,168,1790168,17
1003655,22,304401,6
1003656,48,379677,10
1003657,19,268421,4
1003658,138,1477151,14
1003659,57,652189,11
1003660,34,378909,10
1003661,77,934097,8
1003662,51,365832,8
1003663,45,549674,4
1003664,68,461365,7
1003665,122,1364886,13
1003667,26,200800,7
1003668,24,222816,8
1003669,252,2289256,14
1003670,35,387927,5
1003671,65,958135,7
1003672,120,1002012,15
1003673,115,935686,9
1003675,493,4260196,16
1003676,57,684919,10
1003677,62,606952,8
1003678,72,773551,12
1003679,206,2018105,14
1003680,32,276758,7
1003681,379,4168021,15
1003682,50,443332,9
1003683,322,2380582,16
1003684,75,967943,7
1003685,160,1618235,12
1003686,53,613339,12
1003687,108,792541,11
1003688,173,1898075,15
1003689,138,1119309,14
1003690,229,1683624,11
1003691,166,1875323,11
1003692,42,385927,9
1003693,342,3120004,17
1003694,30,262556,7
1003695,172,1901320,15
1003696,87,783758,12
1003697,85,1123660,9
1003698,66,618795,12
1003699,36,430685,8
1003700,30,305631,6
1003701,49,479440,10
1003702,26,264454,7
1003703,33,260623,8
1003704,133,1471435,12
1003705,449,4132900,15
1003706,40,334642,9
1003707,31,416419,6
1003708,16,140905,6
1003709,193,1319295,9
1003710,41,359688,4
1003711,48,656553,10
1003712,77,895210,8
1003713,246,2058334,12
1003714,18,113085,9
1003715,184,2075961,15
1003716,218,2249056,12
1003717,168,1684048,13
1003718,160,1302564,10
1003719,20,187169,7
1003720,108,961884,13
1003721,80,713652,8
1003722,18,158654,4
1003723,25,273955,7
1003724,316,2643371,15
1003725,13,137607,4
1003726,203,2120131,12
1003727,258,2186037,18
1003728,39,377208,8
1003729,249,2405765,16
1003730,16,196514,6
1003731,73,670506,10
1003732,113,943603,17
1003733,55,482877,7
1003734,30,235042,8
1003735,168,1438113,14
1003736,70,699206,10
1003737,88,974589,13
1003738,22,200064,7
1003739,9,69499,6
1003740,25,335846,5
1003741,86,931532,9
1003742,70,637323,10
1003743,20,191505,5
1003744,18,156564,8
1003745,113,796093,9
1003746,190,2013623,13
1003747,37,350766,8
1003748,18,109279,4
1003749,66,525557,10
1003750,19,180068,9
1003751,212,1876430,18
1003752,109,901362,15
1003753,30,274503,10
1003754,181,1664874,16
1003755,39,368010,9
1003756,231,2335014,14
1003757,115,1357443,12
1003758,25,212662,7
1003759,55,450454,7
1003760,187,1911418,15
1003761,97,1288970,13
1003762,243,1746292,13
1003763,82,993851,6
1003764,15,151362,4
1003765,17,149570,5
1003766,71,429008,7
1003767,23,141943,6
1003768,392,3480643,17
1003769,223,2208360,16
1003770,164,1585557,13
1003771,259,2016649,8
1003772,28,292837,10
1003773,205,1720163,13
1003774,32,361437,9
1003775,55,441096,6
1003776,26,215912,6
1003777,61,666510,8
1003778,533,3848215,14
1003779,26,190233,9
1003780,179,2002481,15
1003781,32,324814,6
1003782,37,339609,7
1003783,16,112855,5
1003784,26,212430,6
1003785,18,148081,6
1003786,30,355662,9
1003787,12,102297,6
1003788,10,90213,4
1003789,76,844854,12
1003790,69,841694,11
1003791,78,623388,6
1003792,488,4664744,18
1003793,83,438760,7
1003794,30,226228,9
1003795,19,164983,6
1003796,120,989991,12
1003797,18,210909,6
1003798,20,200512,5
1003799,66,778800,10
1003800,40,451831,7
1003801,78,561907,6
1003802,11,121287,4
1003803,17,150063,7
1003804,120,1087380,14
1003805,28,309573,10
1003806,101,575307,6
1003807,289,2556736,13
1003808,671,5153215,18
1003809,28,434200,4
1003810,39,436738,11
1003811,58,577734,11
1003812,63,696324,11
1003813,37,357885,13
1003814,23,207593,6
1003815,77,796421,8
1003816,172,1762828,16
