customer_id,frequency,monetary,r_score,f_score,m_score,segment
1003072,121,828844,2,4,4,At Risk
1003073,29,419029,4,2,3,Potential
1003074,72,745203,2,3,4,At Risk
1003075,157,1352720,1,5,4,At Risk
1003077,43,507595,3,3,3,Loyal
1003078,17,171801,5,1,1,Potential
1003079,51,500510,3,3,3,Loyal
1003080,312,2964017,1,5,5,At Risk
1003081,197,2194072,1,5,5,At Risk
1003082,208,1634169,1,5,5,At Risk
1003083,64,575326,3,3,3,Loyal
1003084,43,399145,3,3,3,Loyal
1003085,58,860205,3,3,4,Loyal
1003086,68,685080,3,3,3,Loyal
1003087,173,1727045,1,5,5,At Risk
1003088,23,207225,4,2,2,Potential
1003089,34,421230,4,2,3,Potential
1003090,41,386781,3,3,3,Loyal
1003091,37,394282,4,2,3,Potential
1003092,30,346184,4,2,2,Potential
1003093,98,789240,2,4,4,At Risk
1003094,21,213313,5,1,2,Potential
1003095,93,800781,2,4,4,At Risk
1003096,116,1217113,2,4,4,At Risk
1003097,40,316679,3,2,2,Potential
1003098,56,508696,3,3,3,Loyal
1003099,86,818076,2,4,4,At Risk
1003100,30,269110,4,2,2,Potential
1003101,147,1843157,1,5,5,At Risk
1003102,21,215370,5,1,2,Potential
1003103,23,220698,4,2,2,Potential
1003104,23,215529,4,2,2,Potential
1003105,71,905000,3,3,4,Loyal
1003106,47,460496,3,3,3,Loyal
1003108,287,2951675,1,5,5,At Risk
1003109,34,301560,4,2,2,Potential
1003110,177,1891635,1,5,5,At Risk
1003111,72,516074,2,3,3,At Risk
1003112,114,928171,2,4,4,At Risk
1003113,26,208138,4,2,2,Potential
1003114,52,323539,3,3,2,Loyal
1003115,27,267559,4,2,2,Potential
1003116,48,526714,3,3,3,Loyal
1003117,20,197300,5,1,1,Potential
1003118,306,2921034,1,5,5,At Risk
1003119,63,688976,3,3,3,Loyal
1003120,21,203258,5,1,1,Potential
1003121,159,1566032,1,5,5,At Risk
1003122,13,121617,5,1,1,Potential
1003123,96,1065108,2,4,4,At Risk
1003124,17,123002,5,1,1,Potential
1003125,191,1872542,1,5,5,At Risk
1003126,49,511537,3,3,3,Loyal
1003127,22,175750,4,1,1,Potential
1003128,180,1563946,1,5,5,At Risk
1003129,261,2055412,1,5,5,At Risk
1003130,41,366462,3,3,2,Loyal
1003131,43,373855,3,3,2,Loyal
1003132,15,156716,5,1,1,Potential
1003133,11,89069,5,1,1,Potential
1003134,59,650593,3,3,3,Loyal
1003135,65,589676,3,3,3,Loyal
1003136,21,218554,5,1,2,Potential
1003138,114,1017352,2,4,4,At Risk
1003140,202,2006997,1,5,5,At Risk
1003141,31,403886,4,2,3,Potential
1003142,58,631627,3,3,3,Loyal
1003143,127,939195,2,4,4,At Risk
1003144,18,208174,5,1,2,Potential
1003145,74,752844,2,4,4,At Risk
1003146,35,298727,4,2,2,Potential
1003147,131,1228339,2,4,4,At Risk
1003148,64,635645,3,3,3,Loyal
1003149,20,236195,5,1,2,Potential
1003150,40,304982,3,2,2,Potential
1003151,87,1011073,2,4,4,At Risk
1003152,21,144903,5,1,1,Potential
1003153,26,170643,4,2,1,Potential
1003154,114,1135298,2,4,4,At Risk
1003155,49,540734,3,3,3,Loyal
1003156,34,353287,4,2,2,Potential
1003157,96,975558,2,4,4,At Risk
1003158,176,1836030,1,5,5,At Risk
1003159,147,1377722,1,5,5,At Risk
1003160,18,218358,5,1,2,Potential
1003161,40,378451,3,2,2,Potential
1003164,13,92526,5,1,1,Potential
1003165,18,219936,5,1,2,Potential
1003166,20,213178,5,1,2,Potential
1003167,134,1502533,2,4,5,At Risk
1003168,19,188131,5,1,1,Potential
1003169,70,972082,3,3,4,Loyal
1003170,43,407966,3,3,3,Loyal
1003171,72,765097,2,3,4,At Risk
1003172,55,541339,3,3,3,Loyal
1003173,52,659549,3,3,3,Loyal
1003174,54,496755,3,3,3,Loyal
1003175,51,476466,3,3,3,Loyal
1003176,13,123947,5,1,1,Potential
1003177,34,344979,4,2,2,Potential
1003178,126,1080525,2,4,4,At Risk
1003180,281,1852542,1,5,5,At Risk
1003181,13,156789,5,1,1,Potential
1003182,338,2629286,1,5,5,At Risk
1003183,65,654324,3,3,3,Loyal
1003184,55,476319,3,3,3,Loyal
1003185,46,447146,3,3,3,Loyal
1003186,17,220908,5,1,2,Potential
1003187,13,140581,5,1,1,Potential
1003188,16,142131,5,1,1,Potential
1003189,269,2418735,1,5,5,At Risk
1003190,23,255532,4,2,2,Potential
1003191,240,2369256,1,5,5,At Risk
1003192,93,1104688,2,4,4,At Risk
1003193,99,985855,2,4,4,At Risk
1003194,20,205650,5,1,2,Potential
1003195,108,1118425,2,4,4,At Risk
1003196,154,1093009,1,5,4,At Risk
1003197,83,789618,2,4,4,At Risk
1003198,51,421524,3,3,3,Loyal
1003199,65,669693,3,3,3,Loyal
1003200,89,804333,2,4,4,At Risk
1003201,243,2473225,1,5,5,At Risk
1003202,67,607054,3,3,3,Loyal
1003203,81,816837,2,4,4,At Risk
1003204,30,270064,4,2,2,Potential
1003205,177,1646699,1,5,5,At Risk
1003206,62,515379,3,3,3,Loyal
1003207,64,662219,3,3,3,Loyal
1003208,232,2040560,1,5,5,At Risk
1003209,137,1081010,2,4,4,At Risk
1003211,47,421755,3,3,3,Loyal
1003212,16,104838,5,1,1,Potential
1003213,75,662115,2,4,3,At Risk
1003214,18,183513,5,1,1,Potential
1003215,18,149101,5,1,1,Potential
1003216,166,1287087,1,5,4,At Risk
1003217,202,1883154,1,5,5,At Risk
1003218,35,251704,4,2,2,Potential
1003219,78,707186,2,4,4,At Risk
1003220,31,306349,4,2,2,Potential
1003221,23,320183,4,2,2,Potential
1003222,13,167501,5,1,1,Potential
1003223,32,325347,4,2,2,Potential
1003224,622,5673106,1,5,5,At Risk
1003225,15,136919,5,1,1,Potential
1003226,70,762076,3,3,4,Loyal
1003227,212,1802590,1,5,5,At Risk
1003229,104,883699,2,4,4,At Risk
1003230,84,1014219,2,4,4,At Risk
1003231,86,868503,2,4,4,At Risk
1003232,41,239416,3,3,2,Loyal
1003233,84,744021,2,4,4,At Risk
1003234,9,90628,5,1,1,Potential
1003235,21,219359,5,1,2,Potential
1003237,49,469698,3,3,3,Loyal
1003238,18,212021,5,1,2,Potential
1003239,46,379861,3,3,2,Loyal
1003240,84,636173,2,4,3,At Risk
1003241,28,210829,4,2,2,Potential
1003242,112,1442920,2,4,5,At Risk
1003243,131,1447341,2,4,5,At Risk
1003244,14,131906,5,1,1,Potential
1003245,45,314108,3,3,2,Loyal
1003246,122,1000943,2,4,4,At Risk
1003247,15,186821,5,1,1,Potential
1003248,57,484806,3,3,3,Loyal
1003249,29,249174,4,2,2,Potential
1003250,76,644091,2,4,3,At Risk
1003251,32,307003,4,2,2,Potential
1003252,17,124869,5,1,1,Potential
1003253,93,728766,2,4,4,At Risk
1003254,15,87832,5,1,1,Potential
1003255,22,162828,4,1,1,Potential
1003256,33,372723,4,2,2,Potential
1003257,47,580216,3,3,3,Loyal
1003258,27,245518,4,2,2,Potential
1003259,220,2335217,1,5,5,At Risk
1003260,120,1247773,2,4,4,At Risk
1003261,291,2348756,1,5,5,At Risk
1003262,55,383975,3,3,3,Loyal
1003263,66,875489,3,3,4,Loyal
1003264,13,75623,5,1,1,Potential
1003265,286,2371026,1,5,5,At Risk
1003266,97,1001757,2,4,4,At Risk
1003267,61,511056,3,3,3,Loyal
1003268,39,388030,4,2,3,Potential
1003269,53,561323,3,3,3,Loyal
1003270,69,707569,3,3,4,Loyal
1003272,458,4357735,1,5,5,At Risk
1003273,12,126284,5,1,1,Potential
1003274,107,1094325,2,4,4,At Risk
1003275,8,55960,5,1,1,Potential
1003276,17,108580,5,1,1,Potential
1003277,85,886139,2,4,4,At Risk
1003278,28,189883,4,2,1,Potential
1003279,57,509218,3,3,3,Loyal
1003280,371,2554106,1,5,5,At Risk
1003281,93,1208992,2,4,4,At Risk
1003282,17,165871,5,1,1,Potential
1003283,144,1392059,1,5,5,At Risk
1003284,21,210566,5,1,2,Potential
1003285,360,3218405,1,5,5,At Risk
1003286,17,119485,5,1,1,Potential
1003287,13,88121,5,1,1,Potential
1003288,12,117239,5,1,1,Potential
1003289,48,493773,3,3,3,Loyal
1003290,100,700003,2,4,4,At Risk
1003291,8,55372,5,1,1,Potential
1003292,502,4799461,1,5,5,At Risk
1003293,26,215694,4,2,2,Potential
1003294,55,706204,3,3,4,Loyal
1003295,45,486310,3,3,3,Loyal
1003296,48,496888,3,3,3,Loyal
1003297,73,645015,2,4,3,At Risk
1003298,14,125185,5,1,1,Potential
1003299,166,1673695,1,5,5,At Risk
1003300,216,2201595,1,5,5,At Risk
1003301,188,1639750,1,5,5,At Risk
1003302,37,365501,4,2,2,Potential
1003303,13,143104,5,1,1,Potential
1003304,102,940395,2,4,4,At Risk
1003305,60,684751,3,3,3,Loyal
1003306,31,409370,4,2,3,Potential
1003307,15,97766,5,1,1,Potential
1003308,411,3374716,1,5,5,At Risk
1003309,157,1449420,1,5,5,At Risk
1003310,39,385971,4,2,3,Potential
1003311,537,3955182,1,5,5,At Risk
1003312,379,2838896,1,5,5,At Risk
1003313,269,2772227,1,5,5,At Risk
1003314,179,1981086,1,5,5,At Risk
1003315,105,1177447,2,4,4,At Risk
1003316,23,298755,4,2,2,Potential
1003317,67,815974,3,3,4,Loyal
1003318,42,474009,3,3,3,Loyal
1003319,68,500554,3,3,3,Loyal
1003320,310,2487599,1,5,5,At Risk
1003321,38,375291,4,2,2,Potential
1003322,26,331721,4,2,2,Potential
1003323,76,595933,2,4,3,At Risk
1003324,12,169624,5,1,1,Potential
1003325,17,108553,5,1,1,Potential
1003326,28,260056,4,2,2,Potential
1003327,189,1878384,1,5,5,At Risk
1003328,168,1298753,1,5,4,At Risk
1003329,75,654714,2,4,3,At Risk
1003330,11,87863,5,1,1,Potential
1003331,78,791277,2,4,4,At Risk
1003332,55,422155,3,3,3,Loyal
1003333,107,1023186,2,4,4,At Risk
1003334,47,465851,3,3,3,Loyal
1003335,15,120653,5,1,1,Potential
1003336,367,2646596,1,5,5,At Risk
1003337,37,385617,4,2,3,Potential
1003338,20,156029,5,1,1,Potential
1003339,48,430076,3,3,3,Loyal
1003340,73,815121,2,4,4,At Risk
1003341,82,894439,2,4,4,At Risk
1003342,38,335517,4,2,2,Potential
1003343,31,323368,4,2,2,Potential
1003344,34,396916,4,2,3,Potential
1003345,89,794512,2,4,4,At Risk
1003346,116,1119190,2,4,4,At Risk
1003347,29,325301,4,2,2,Potential
1003348,28,268103,4,2,2,Potential
1003349,82,918745,2,4,4,At Risk
1003351,15,152017,5,1,1,Potential
1003352,58,349885,3,3,2,Loyal
1003353,132,1668339,2,4,5,At Risk
1003354,16,171278,5,1,1,Potential
1003355,20,199461,5,1,1,Potential
1003356,152,1689451,1,5,5,At Risk
1003357,37,401312,4,2,3,Potential
1003358,136,1424637,2,4,5,At Risk
1003359,52,469568,3,3,3,Loyal
1003360,27,188949,4,2,1,Potential
1003361,104,1282355,2,4,4,At Risk
1003362,47,329130,3,3,2,Loyal
1003363,147,1132556,1,5,4,At Risk
1003364,62,513872,3,3,3,Loyal
1003365,192,1849940,1,5,5,At Risk
1003366,18,215881,5,1,2,Potential
1003367,209,2014418,1,5,5,At Risk
1003368,49,533461,3,3,3,Loyal
1003370,107,928206,2,4,4,At Risk
1003371,274,2277249,1,5,5,At Risk
1003372,11,108499,5,1,1,Potential
1003373,17,184746,5,1,1,Potential
1003374,47,424258,3,3,3,Loyal
1003375,14,128162,5,1,1,Potential
1003376,13,109808,5,1,1,Potential
1003377,93,1296144,2,4,4,At Risk
1003378,126,1115897,2,4,4,At Risk
1003379,18,140672,5,1,1,Potential
1003380,257,2400123,1,5,5,At Risk
1003381,19,128910,5,1,1,Potential
1003382,30,222199,4,2,2,Potential
1003383,24,208521,4,2,2,Potential
1003384,76,720796,2,4,4,At Risk
1003385,21,203493,5,1,1,Potential
1003386,77,624541,2,4,3,At Risk
1003387,79,698690,2,4,3,At Risk
1003388,9,89764,5,1,1,Potential
1003389,322,2580967,1,5,5,At Risk
1003390,112,998188,2,4,4,At Risk
1003391,698,6477160,1,5,5,At Risk
1003392,17,141807,5,1,1,Potential
1003393,141,1316084,2,4,4,At Risk
1003394,204,2232062,1,5,5,At Risk
1003395,34,325160,4,2,2,Potential
1003396,17,195736,5,1,1,Potential
1003397,16,179982,5,1,1,Potential
1003398,28,246163,4,2,2,Potential
1003399,71,785143,3,3,4,Loyal
1003400,117,1658319,2,4,5,At Risk
1003401,467,3466814,1,5,5,At Risk
1003402,171,1568562,1,5,5,At Risk
1003403,118,1446089,2,4,5,At Risk
1003404,19,253052,5,1,2,Potential
1003405,17,191216,5,1,1,Potential
1003406,24,236003,4,2,2,Potential
1003407,12,126156,5,1,1,Potential
1003408,60,618809,3,3,3,Loyal
1003409,25,306878,4,2,2,Potential
1003410,407,3155812,1,5,5,At Risk
1003411,188,1434879,1,5,5,At Risk
1003412,152,1656361,1,5,5,At Risk
1003413,64,584082,3,3,3,Loyal
1003414,173,2456448,1,5,5,At Risk
1003415,89,893012,2,4,4,At Risk
1003416,283,2997071,1,5,5,At Risk
1003417,53,454078,3,3,3,Loyal
1003418,111,976242,2,4,4,At Risk
1003419,63,728690,3,3,4,Loyal
1003420,116,1185799,2,4,4,At Risk
1003421,17,153390,5,1,1,Potential
1003422,210,1409118,1,5,5,At Risk
1003423,171,1718863,1,5,5,At Risk
1003424,42,445049,3,3,3,Loyal
1003425,268,2499472,1,5,5,At Risk
1003426,70,862316,3,3,4,Loyal
1003427,27,322790,4,2,2,Potential
1003428,96,850463,2,4,4,At Risk
1003429,21,172377,5,1,1,Potential
1003430,223,1808834,1,5,5,At Risk
1003431,32,330822,4,2,2,Potential
1003432,72,668484,2,3,3,At Risk
1003433,49,356023,3,3,2,Loyal
1003434,105,1091037,2,4,4,At Risk
1003435,74,701133,2,4,4,At Risk
1003436,110,1123655,2,4,4,At Risk
1003437,28,243379,4,2,2,Potential
1003438,50,430149,3,3,3,Loyal
1003439,57,675637,3,3,3,Loyal
1003440,12,186272,5,1,1,Potential
1003441,184,1484873,1,5,5,At Risk
1003442,113,1104226,2,4,4,At Risk
1003443,17,202807,5,1,1,Potential
1003444,72,541794,2,3,3,At Risk
1003445,78,789968,2,4,4,At Risk
1003446,20,171376,5,1,1,Potential
1003447,45,537649,3,3,3,Loyal
1003448,14,155336,5,1,1,Potential
1003449,41,491928,3,3,3,Loyal
1003450,112,1095554,2,4,4,At Risk
1003451,35,281118,4,2,2,Potential
1003452,53,609696,3,3,3,Loyal
1003453,190,1713404,1,5,5,At Risk
1003454,199,1890772,1,5,5,At Risk
1003455,15,131711,5,1,1,Potential
1003456,30,421778,4,2,3,Potential
1003457,91,819398,2,4,4,At Risk
1003458,98,841484,2,4,4,At Risk
1003459,19,205195,5,1,1,Potential
1003460,44,536818,3,3,3,Loyal
1003461,20,350174,5,1,2,Potential
1003462,312,2401688,1,5,5,At Risk
1003463,21,189078,5,1,1,Potential
1003464,221,1980473,1,5,5,At Risk
1003465,38,427788,4,2,3,Potential
1003466,27,281107,4,2,2,Potential
1003467,32,366082,4,2,2,Potential
1003468,36,337741,4,2,2,Potential
1003469,260,2668436,1,5,5,At Risk
1003470,46,405600,3,3,3,Loyal
1003471,472,4029004,1,5,5,At Risk
1003472,27,271989,4,2,2,Potential
1003473,89,778683,2,4,4,At Risk
1003474,110,1166174,2,4,4,At Risk
1003475,355,2521579,1,5,5,At Risk
1003476,385,2488001,1,5,5,At Risk
1003477,75,594085,2,4,3,At Risk
1003478,48,330103,3,3,2,Loyal
1003479,57,517853,3,3,3,Loyal
1003480,29,294900,4,2,2,Potential
1003481,84,847923,2,4,4,At Risk
1003482,39,449975,4,2,3,Potential
1003483,391,4002639,1,5,5,At Risk
1003484,103,741302,2,4,4,At Risk
1003485,24,261697,4,2,2,Potential
1003486,54,426089,3,3,3,Loyal
1003487,164,1474158,1,5,5,At Risk
1003488,15,142361,5,1,1,Potential
1003489,53,402682,3,3,3,Loyal
1003490,127,1248301,2,4,4,At Risk
1003491,405,4016045,1,5,5,At Risk
1003492,39,303760,4,2,2,Potential
1003493,91,908021,2,4,4,At Risk
1003494,13,127886,5,1,1,Potential
1003495,9,89900,5,1,1,Potential
1003496,17,127898,5,1,1,Potential
1003497,58,641557,3,3,3,Loyal
1003498,67,608211,3,3,3,Loyal
1003499,258,2785761,1,5,5,At Risk
1003500,39,368715,4,2,2,Potential
1003501,112,1122371,2,4,4,At Risk
1003502,23,248297,4,2,2,Potential
1003503,275,2930876,1,5,5,At Risk
1003504,116,962358,2,4,4,At Risk
1003505,59,584424,3,3,3,Loyal
1003506,35,403942,4,2,3,Potential
1003507,530,4529109,1,5,5,At Risk
1003508,25,294765,4,2,2,Potential
1003509,239,2085702,1,5,5,At Risk
1003510,32,317229,4,2,2,Potential
1003511,125,1536363,2,4,5,At Risk
1003512,243,2316798,1,5,5,At Risk
1003513,165,1483461,1,5,5,At Risk
1003514,40,429038,3,2,3,Potential
1003515,49,477137,3,3,3,Loyal
1003516,82,867302,2,4,4,At Risk
1003517,64,609682,3,3,3,Loyal
1003518,287,2348539,1,5,5,At Risk
1003519,378,2700974,1,5,5,At Risk
1003521,230,1974694,1,5,5,At Risk
1003522,36,442834,4,2,3,Potential
1003523,21,232695,5,1,2,Potential
1003524,89,748194,2,4,4,At Risk
1003525,45,402768,3,3,3,Loyal
1003526,547,4131119,1,5,5,At Risk
1003527,28,272627,4,2,2,Potential
1003528,71,346221,3,3,2,Loyal
1003529,131,1117621,2,4,4,At Risk
1003530,12,129419,5,1,1,Potential
1003531,40,390341,3,2,3,Potential
1003532,73,678124,2,4,3,At Risk
1003533,51,484228,3,3,3,Loyal
1003535,13,171992,5,1,1,Potential
1003536,96,1023912,2,4,4,At Risk
1003537,33,265848,4,2,2,Potential
1003538,97,888889,2,4,4,At Risk
1003539,617,6187094,1,5,5,At Risk
1003540,113,1287597,2,4,4,At Risk
1003541,22,228877,4,1,2,Potential
1003542,8,81463,5,1,1,Potential
1003543,54,496419,3,3,3,Loyal
1003544,13,84637,5,1,1,Potential
1003545,16,156536,5,1,1,Potential
1003546,225,2069404,1,5,5,At Risk
1003547,188,1568105,1,5,5,At Risk
1003548,17,106437,5,1,1,Potential
1003549,22,204128,4,1,1,Potential
1003550,203,1908915,1,5,5,At Risk
1003551,47,468260,3,3,3,Loyal
1003552,16,126547,5,1,1,Potential
1003553,31,476939,4,2,3,Potential
1003554,18,159884,5,1,1,Potential
1003555,74,794625,2,4,4,At Risk
1003556,65,822824,3,3,4,Loyal
1003557,229,2135047,1,5,5,At Risk
1003558,179,2092053,1,5,5,At Risk
1003559,47,441506,3,3,3,Loyal
1003560,82,814246,2,4,4,At Risk
1003562,391,3246061,1,5,5,At Risk
1003563,120,1109532,2,4,4,At Risk
1003564,90,877026,2,4,4,At Risk
1003565,75,810840,2,4,4,At Risk
1003566,13,128974,5,1,1,Potential
1003567,44,441883,3,3,3,Loyal
1003568,66,819252,3,3,4,Loyal
1003569,271,1878391,1,5,5,At Risk
1003571,60,537636,3,3,3,Loyal
1003572,71,613844,3,3,3,Loyal
1003573,25,287410,4,2,2,Potential
1003574,101,962820,2,4,4,At Risk
1003575,20,163250,5,1,1,Potential
1003576,315,2656095,1,5,5,At Risk
1003577,47,381397,3,3,2,Loyal
1003578,153,1377902,1,5,5,At Risk
1003579,155,1922679,1,5,5,At Risk
1003580,45,600549,3,3,3,Loyal
1003581,18,209728,5,1,2,Potential
1003582,51,630021,3,3,3,Loyal
1003583,21,181804,5,1,1,Potential
1003584,34,373992,4,2,2,Potential
1003585,147,1194023,1,5,4,At Risk
1003586,83,611783,2,4,3,At Risk
1003587,22,224035,4,1,2,Potential
1003588,124,1670373,2,4,5,At Risk
1003589,389,3014776,1,5,5,At Risk
1003590,247,2593264,1,5,5,At Risk
1003591,123,1203438,2,4,4,At Risk
1003592,217,2042968,1,5,5,At Risk
1003593,42,281828,3,3,2,Loyal
1003594,95,970172,2,4,4,At Risk
1003595,23,224216,4,2,2,Potential
1003596,78,871025,2,4,4,At Risk
1003597,41,424274,3,3,3,Loyal
1003598,42,113331,3,3,1,Loyal
1003599,99,1158129,2,4,4,At Risk
1003600,203,1775224,1,5,5,At Risk
1003601,85,771578,2,4,4,At Risk
1003602,56,505810,3,3,3,Loyal
1003603,184,1554588,1,5,5,At Risk
1003604,16,130785,5,1,1,Potential
1003605,79,973519,2,4,4,At Risk
1003606,19,164223,5,1,1,Potential
1003607,143,1518625,1,5,5,At Risk
1003608,52,340511,3,3,2,Loyal
1003609,72,545561,2,3,3,At Risk
1003610,393,2549448,1,5,5,At Risk
1003611,112,1079485,2,4,4,At Risk
1003612,120,1208427,2,4,4,At Risk
1003613,39,450250,4,2,3,Potential
1003614,88,814042,2,4,4,At Risk
1003615,103,955581,2,4,4,At Risk
1003616,16,218749,5,1,2,Potential
1003617,28,289653,4,2,2,Potential
1003618,767,5962012,1,5,5,At Risk
1003619,62,633902,3,3,3,Loyal
1003620,264,2433544,1,5,5,At Risk
1003621,205,1690552,1,5,5,At Risk
1003622,85,869101,2,4,4,At Risk
1003623,15,222448,5,1,2,Potential
1003624,187,2073593,1,5,5,At Risk
1003625,99,907322,2,4,4,At Risk
1003626,492,4752695,1,5,5,At Risk
1003627,19,146658,5,1,1,Potential
1003628,22,210263,4,1,2,Potential
1003629,40,406029,3,2,3,Potential
1003630,97,983308,2,4,4,At Risk
1003631,17,240521,5,1,2,Potential
1003632,17,135235,5,1,1,Potential
1003633,12,153596,5,1,1,Potential
1003634,15,126608,5,1,1,Potential
1003635,99,1066329,2,4,4,At Risk
1003636,11,116564,5,1,1,Potential
1003637,36,269892,4,2,2,Potential
1003638,74,718555,2,4,4,At Risk
1003639,49,317050,3,3,2,Loyal
1003640,40,375272,3,2,2,Potential
1003641,269,2544800,1,5,5,At Risk
1003642,14,77184,5,1,1,Potential
1003643,134,1368060,2,4,5,At Risk
1003644,28,292138,4,2,2,Potential
1003645,35,367853,4,2,2,Potential
1003646,60,851581,3,3,4,Loyal
1003647,17,137998,5,1,1,Potential
1003648,346,2806791,1,5,5,At Risk
1003649,26,233907,4,2,2,Potential
1003650,444,4384924,1,5,5,At Risk
1003651,142,1781102,1,5,5,At Risk
1003652,173,1641693,1,5,5,At Risk
1003653,65,757883,3,3,4,Loyal
1003654,168,1790168,1,5,5,At Risk
1003655,22,304401,4,1,2,Potential
1003656,48,379677,3,3,2,Loyal
1003657,19,268421,5,1,2,Potential
1003658,138,1477151,2,4,5,At Risk
1003659,57,652189,3,3,3,Loyal
1003660,34,378909,4,2,2,Potential
1003661,77,934097,2,4,4,At Risk
1003662,51,365832,3,3,2,Loyal
1003663,45,549674,3,3,3,Loyal
1003664,68,461365,3,3,3,Loyal
1003665,122,1364886,2,4,5,At Risk
1003667,26,200800,4,2,1,Potential
1003668,24,222816,4,2,2,Potential
1003669,252,2289256,1,5,5,At Risk
1003670,35,387927,4,2,3,Potential
1003671,65,958135,3,3,4,Loyal
1003672,120,1002012,2,4,4,At Risk
1003673,115,935686,2,4,4,At Risk
1003675,493,4260196,1,5,5,At Risk
1003676,57,684919,3,3,3,Loyal
1003677,62,606952,3,3,3,Loyal
1003678,72,773551,2,3,4,At Risk
1003679,206,2018105,1,5,5,At Risk
1003680,32,276758,4,2,2,Potential
1003681,379,4168021,1,5,5,At Risk
1003682,50,443332,3,3,3,Loyal
1003683,322,2380582,1,5,5,At Risk
1003684,75,967943,2,4,4,At Risk
1003685,160,1618235,1,5,5,At Risk
1003686,53,613339,3,3,3,Loyal
1003687,108,792541,2,4,4,At Risk
1003688,173,1898075,1,5,5,At Risk
1003689,138,1119309,2,4,4,At Risk
1003690,229,1683624,1,5,5,At Risk
1003691,166,1875323,1,5,5,At Risk
1003692,42,385927,3,3,3,Loyal
1003693,342,3120004,1,5,5,At Risk
1003694,30,262556,4,2,2,Potential
1003695,172,1901320,1,5,5,At Risk
1003696,87,783758,2,4,4,At Risk
1003697,85,1123660,2,4,4,At Risk
1003698,66,618795,3,3,3,Loyal
1003699,36,430685,4,2,3,Potential
1003700,30,305631,4,2,2,Potential
1003701,49,479440,3,3,3,Loyal
1003702,26,264454,4,2,2,Potential
1003703,33,260623,4,2,2,Potential
1003704,133,1471435,2,4,5,At Risk
1003705,449,4132900,1,5,5,At Risk
1003706,40,334642,3,2,2,Potential
1003707,31,416419,4,2,3,Potential
1003708,16,140905,5,1,1,Potential
1003709,193,1319295,1,5,4,At Risk
1003710,41,359688,3,3,2,Loyal
1003711,48,656553,3,3,3,Loyal
1003712,77,895210,2,4,4,At Risk
1003713,246,2058334,1,5,5,At Risk
1003714,18,113085,5,1,1,Potential
1003715,184,2075961,1,5,5,At Risk
1003716,218,2249056,1,5,5,At Risk
1003717,168,1684048,1,5,5,At Risk
1003718,160,1302564,1,5,4,At Risk
1003719,20,187169,5,1,1,Potential
1003720,108,961884,2,4,4,At Risk
1003721,80,713652,2,4,4,At Risk
1003722,18,158654,5,1,1,Potential
1003723,25,273955,4,2,2,Potential
1003724,316,2643371,1,5,5,At Risk
1003725,13,137607,5,1,1,Potential
1003726,203,2120131,1,5,5,At Risk
1003727,258,2186037,1,5,5,At Risk
1003728,39,377208,4,2,2,Potential
1003729,249,2405765,1,5,5,At Risk
1003730,16,196514,5,1,1,Potential
1003731,73,670506,2,4,3,At Risk
1003732,113,943603,2,4,4,At Risk
1003733,55,482877,3,3,3,Loyal
1003734,30,235042,4,2,2,Potential
1003735,168,1438113,1,5,5,At Risk
1003736,70,699206,3,3,4,Loyal
1003737,88,974589,2,4,4,At Risk
1003738,22,200064,4,1,1,Potential
1003739,9,69499,5,1,1,Potential
1003740,25,335846,4,2,2,Potential
1003741,86,931532,2,4,4,At Risk
1003742,70,637323,3,3,3,Loyal
1003743,20,191505,5,1,1,Potential
1003744,18,156564,5,1,1,Potential
1003745,113,796093,2,4,4,At Risk
1003746,190,2013623,1,5,5,At Risk
1003747,37,350766,4,2,2,Potential
1003748,18,109279,5,1,1,Potential
1003749,66,525557,3,3,3,Loyal
1003750,19,180068,5,1,1,Potential
1003751,212,1876430,1,5,5,At Risk
1003752,109,901362,2,4,4,At Risk
1003753,30,274503,4,2,2,Potential
1003754,181,1664874,1,5,5,At Risk
1003755,39,368010,4,2,2,Potential
1003756,231,2335014,1,5,5,At Risk
1003757,115,1357443,2,4,5,At Risk
1003758,25,212662,4,2,2,Potential
1003759,55,450454,3,3,3,Loyal
1003760,187,1911418,1,5,5,At Risk
1003761,97,1288970,2,4,4,At Risk
1003762,243,1746292,1,5,5,At Risk
1003763,82,993851,2,4,4,At Risk
1003764,15,151362,5,1,1,Potential
1003765,17,149570,5,1,1,Potential
1003766,71,429008,3,3,3,Loyal
1003767,23,141943,4,2,1,Potential
1003768,392,3480643,1,5,5,At Risk
1003769,223,2208360,1,5,5,At Risk
1003770,164,1585557,1,5,5,At Risk
1003771,259,2016649,1,5,5,At Risk
1003772,28,292837,4,2,2,Potential
1003773,205,1720163,1,5,5,At Risk
1003774,32,361437,4,2,2,Potential
1003775,55,441096,3,3,3,Loyal
1003776,26,215912,4,2,2,Potential
1003777,61,666510,3,3,3,Loyal
1003778,533,3848215,1,5,5,At Risk
1003779,26,190233,4,2,1,Potential
1003780,179,2002481,1,5,5,At Risk
1003781,32,324814,4,2,2,Potential
1003782,37,339609,4,2,2,Potential
1003783,16,112855,5,1,1,Potential
1003784,26,212430,4,2,2,Potential
1003785,18,148081,5,1,1,Potential
1003786,30,355662,4,2,2,Potential
1003787,12,102297,5,1,1,Potential
1003788,10,90213,5,1,1,Potential
1003789,76,844854,2,4,4,At Risk
1003790,69,841694,3,3,4,Loyal
